0	0	15387
1	15387	19392
2	19392	23997
3	23997	28511
4	28511	32204
5	32204	33382
6	33382	36083
7	36083	40823
8	40823	41066
9	41066	63314
10	63314	82737
11	82737	85916
12	85916	88639
13	88639	90058
14	90058	93181
15	93181	93943
16	93943	105623
17	105623	117167
18	117167	123836
19	123836	139777
20	139777	140677
21	140677	142845
22	142845	154948
23	154948	158816
24	158816	168134
25	168134	169654
26	169654	171719
27	171719	171895
28	171895	184375
29	184375	198912
30	198912	205817
31	205817	208044
32	208044	210500
33	210500	213212
34	213212	213229
35	213229	214238
36	214238	219549
37	219549	220665
38	220665	225781
39	225781	233310
40	233310	236477
41	236477	239183
42	239183	246944
43	246944	247532
44	247532	248793
45	248793	262839
46	262839	268679
47	268679	271224
48	271224	273893
49	273893	276643
50	276643	286831
51	286831	291585
52	291585	297466
53	297466	316305
54	316305	326021
55	326021	327307
56	327307	328237
57	328237	332943
58	332943	335532
59	335532	339483
60	339483	340755
61	340755	341775
62	341775	343966
63	343966	356374
64	356374	363848
65	363848	364992
66	364992	365143
67	365143	370577
68	370577	378713
69	378713	379925
70	379925	380774
71	380774	389214
72	389214	392299
73	392299	395440
74	395440	408068
75	408068	435252
76	435252	435640
77	435640	444342
78	444342	449923
79	449923	450946
80	450946	453595
81	453595	471992
82	471992	476746
83	476746	481063
84	481063	483849
85	483849	484134
86	484134	487904
87	487904	491744
88	491744	495081
89	495081	509099
90	509099	513363
91	513363	518134
92	518134	525768
93	525768	533057
94	533057	539329
95	539329	541045
96	541045	543478
97	543478	545148
98	545148	548776
99	548776	551215
100	551215	551332
101	551332	553593
102	553593	560700
103	560700	582748
104	582748	594216
105	594216	602216
106	602216	602636
107	602636	625698
108	625698	626035
109	626035	643684
110	643684	649955
111	649955	662847
112	662847	673879
113	673879	673918
114	673918	676397
115	676397	684228
116	684228	690324
117	690324	693747
118	693747	698056
119	698056	705214
120	705214	714885
121	714885	714964
122	714964	715666
123	715666	717445
124	717445	731015
125	731015	734444
126	734444	736664
127	736664	744303
128	744303	747546
129	747546	750670
130	750670	754188
131	754188	756167
132	756167	766179
133	766179	777904
134	777904	781238
135	781238	793570
136	793570	800196
137	800196	802352
138	802352	812007
139	812007	815013
140	815013	816649
141	816649	833583
142	833583	853417
143	853417	855219
144	855219	859062
145	859062	869965
146	869965	881124
147	881124	882653
148	882653	895263
149	895263	896529
150	896529	896727
151	896727	923200
152	923200	927803
153	927803	945288
154	945288	951839
155	951839	955670
156	955670	965528
157	965528	965795
158	965795	966101
159	966101	967061
160	967061	974533
161	974533	982178
162	982178	990719
163	990719	992034
164	992034	992973
165	992973	1020823
166	1020823	1027977
167	1027977	1028829
168	1028829	1029266
169	1029266	1047242
170	1047242	1047842
171	1047842	1050953
172	1050953	1060226
173	1060226	1066069
174	1066069	1068371
175	1068371	1080755
176	1080755	1080797
177	1080797	1086815
178	1086815	1090565
179	1090565	1098674
180	1098674	1111534
181	1111534	1134936
182	1134936	1139014
183	1139014	1144104
184	1144104	1156138
185	1156138	1158011
186	1158011	1163814
187	1163814	1170451
188	1170451	1180382
189	1180382	1183395
190	1183395	1183725
191	1183725	1185043
192	1185043	1187816
193	1187816	1189997
194	1189997	1199048
195	1199048	1201109
196	1201109	1229812
197	1229812	1231637
198	1231637	1232428
199	1232428	1234415
200	1234415	1237208
201	1237208	1237944
202	1237944	1238743
203	1238743	1242150
204	1242150	1258867
205	1258867	1263352
206	1263352	1263652
207	1263652	1268685
208	1268685	1268991
209	1268991	1272646
210	1272646	1276471
211	1276471	1279879
212	1279879	1280312
213	1280312	1282654
214	1282654	1287362
215	1287362	1289266
216	1289266	1305628
217	1305628	1318282
218	1318282	1318987
219	1318987	1321424
220	1321424	1326585
221	1326585	1331624
222	1331624	1350360
223	1350360	1357007
224	1357007	1362082
225	1362082	1362235
226	1362235	1363168
227	1363168	1364156
228	1364156	1367297
229	1367297	1376086
230	1376086	1387765
231	1387765	1389655
232	1389655	1392916
233	1392916	1403574
234	1403574	1407214
235	1407214	1408949
236	1408949	1412475
237	1412475	1430319
238	1430319	1437670
239	1437670	1440365
240	1440365	1444935
241	1444935	1445262
242	1445262	1455323
243	1455323	1456194
244	1456194	1464494
245	1464494	1467621
246	1467621	1468534
247	1468534	1469416
248	1469416	1487047
249	1487047	1492364
250	1492364	1499588
251	1499588	1509379
252	1509379	1527333
253	1527333	1528567
254	1528567	1529302
255	1529302	1532450
256	1532450	1534220
257	1534220	1535256
258	1535256	1544047
259	1544047	1551376
260	1551376	1551589
261	1551589	1569894
262	1569894	1570435
263	1570435	1573360
264	1573360	1578030
265	1578030	1578650
266	1578650	1580337
267	1580337	1586043
268	1586043	1587234
269	1587234	1607545
270	1607545	1610392
271	1610392	1613745
272	1613745	1617645
273	1617645	1619658
274	1619658	1632560
275	1632560	1633279
276	1633279	1648294
277	1648294	1649807
278	1649807	1652947
279	1652947	1653666
280	1653666	1655759
281	1655759	1657022
282	1657022	1660932
283	1660932	1671734
284	1671734	1677322
285	1677322	1677409
286	1677409	1681756
287	1681756	1689823
288	1689823	1692310
289	1692310	1696344
290	1696344	1699479
291	1699479	1700833
292	1700833	1704613
293	1704613	1708833
294	1708833	1712573
295	1712573	1725783
296	1725783	1737155
297	1737155	1737311
298	1737311	1747217
299	1747217	1753808
300	1753808	1754866
301	1754866	1755028
302	1755028	1755121
303	1755121	1769125
304	1769125	1783299
305	1783299	1799487
306	1799487	1801949
307	1801949	1816294
308	1816294	1818585
309	1818585	1819628
310	1819628	1820435
311	1820435	1825025
312	1825025	1831767
313	1831767	1834682
314	1834682	1849300
315	1849300	1855915
316	1855915	1878230
317	1878230	1879652
318	1879652	1881320
319	1881320	1882926
320	1882926	1885772
321	1885772	1893902
322	1893902	1895133
323	1895133	1897847
324	1897847	1901469
325	1901469	1902253
326	1902253	1903597
327	1903597	1910674
328	1910674	1910689
329	1910689	1910785
330	1910785	1918163
331	1918163	1919273
332	1919273	1922074
333	1922074	1922404
334	1922404	1927875
335	1927875	1929280
336	1929280	1934763
337	1934763	1939449
338	1939449	1941167
339	1941167	1942560
340	1942560	1954978
341	1954978	1960613
342	1960613	1962145
343	1962145	1975798
344	1975798	1976180
345	1976180	1976964
346	1976964	1981587
347	1981587	1982370
348	1982370	1983195
349	1983195	1986154
350	1986154	1986211
351	1986211	1988430
352	1988430	1988514
353	1988514	2001078
354	2001078	2006579
355	2006579	2009519
356	2009519	2026177
357	2026177	2031806
358	2031806	2035978
359	2035978	2044049
360	2044049	2053971
361	2053971	2058189
362	2058189	2067105
363	2067105	2071345
364	2071345	2071648
365	2071648	2083908
366	2083908	2085276
367	2085276	2086302
368	2086302	2090058
369	2090058	2098479
370	2098479	2098782
371	2098782	2107022
372	2107022	2128927
373	2128927	2134150
374	2134150	2156961
375	2156961	2166455
376	2166455	2168452
377	2168452	2169244
378	2169244	2169830
379	2169830	2171213
380	2171213	2174897
381	2174897	2178935
382	2178935	2182870
383	2182870	2190602
384	2190602	2198445
385	2198445	2201114
386	2201114	2202075
387	2202075	2204034
388	2204034	2205489
389	2205489	2212202
390	2212202	2240996
391	2240996	2245495
392	2245495	2251554
393	2251554	2253499
394	2253499	2258266
395	2258266	2259010
396	2259010	2259721
397	2259721	2279801
398	2279801	2287045
399	2287045	2290756
400	2290756	2311866
401	2311866	2316437
402	2316437	2321403
403	2321403	2332367
404	2332367	2333273
405	2333273	2334391
406	2334391	2334649
407	2334649	2337484
408	2337484	2338261
409	2338261	2338312
410	2338312	2340752
411	2340752	2356367
412	2356367	2359310
413	2359310	2362336
414	2362336	2363181
415	2363181	2366853
416	2366853	2370162
417	2370162	2372767
418	2372767	2373729
419	2373729	2379335
420	2379335	2390821
421	2390821	2392397
422	2392397	2409286
423	2409286	2412261
424	2412261	2412981
425	2412981	2416093
426	2416093	2419666
427	2419666	2430859
428	2430859	2437188
429	2437188	2451581
430	2451581	2452766
431	2452766	2457282
432	2457282	2464676
433	2464676	2476409
434	2476409	2487097
435	2487097	2487902
436	2487902	2491701
437	2491701	2492496
438	2492496	2496843
439	2496843	2499237
440	2499237	2500813
441	2500813	2509031
442	2509031	2536217
443	2536217	2537510
444	2537510	2541081
445	2541081	2552262
446	2552262	2552327
447	2552327	2557691
448	2557691	2567882
449	2567882	2572693
450	2572693	2589229
451	2589229	2595264
452	2595264	2603938
453	2603938	2610002
454	2610002	2616611
455	2616611	2616681
456	2616681	2621591
457	2621591	2621816
458	2621816	2625336
459	2625336	2633234
460	2633234	2636405
461	2636405	2638179
462	2638179	2639250
463	2639250	2639962
464	2639962	2642434
465	2642434	2646971
466	2646971	2647935
467	2647935	2649491
