0	0	3187
1	3187	3550
2	3550	3736
3	3736	4499
4	4499	5577
5	5577	10833
6	10833	10839
7	10839	19182
8	19182	19380
9	19380	21966
10	21966	22329
11	22329	23183
12	23183	30067
13	30067	36332
14	36332	36557
15	36557	37856
16	37856	44575
17	44575	45405
18	45405	46722
19	46722	46908
20	46908	48264
21	48264	52279
22	52279	55304
23	55304	61117
24	61117	62200
25	62200	64483
26	64483	64668
27	64668	65175
28	65175	65826
29	65826	66440
30	66440	66533
31	66533	66857
32	66857	73503
33	73503	77645
34	77645	78314
35	78314	78842
36	78842	79904
37	79904	83889
38	83889	84162
39	84162	84968
40	84968	85886
41	85886	86612
42	86612	87830
43	87830	88420
44	88420	89350
45	89350	91001
46	91001	99263
47	99263	99806
48	99806	100415
49	100415	101666
50	101666	102965
51	102965	103390
52	103390	104103
53	104103	104571
54	104571	104712
55	104712	106112
56	106112	106842
57	106842	110263
58	110263	112871
59	112871	113892
60	113892	114840
61	114840	114913
62	114913	115923
63	115923	118603
64	118603	119491
65	119491	119650
66	119650	120869
67	120869	121079
68	121079	121981
69	121981	122125
70	122125	122341
71	122341	125003
72	125003	125895
73	125895	129040
74	129040	136137
75	136137	136163
76	136163	138613
77	138613	140542
78	140542	140823
79	140823	147893
80	147893	151548
81	151548	152206
82	152206	152221
83	152221	155015
84	155015	157647
85	157647	160089
86	160089	162901
87	162901	165019
88	165019	165453
89	165453	178963
90	178963	181418
91	181418	184086
92	184086	190160
93	190160	190202
94	190202	190637
95	190637	194218
96	194218	201514
97	201514	203253
98	203253	203721
99	203721	205736
100	205736	205862
101	205862	206171
102	206171	206719
103	206719	209159
104	209159	209384
105	209384	213144
106	213144	217708
107	217708	218454
108	218454	219689
109	219689	220233
110	220233	220928
111	220928	222025
112	222025	222448
113	222448	225181
114	225181	229185
115	229185	238868
116	238868	239117
117	239117	245501
118	245501	249554
119	249554	250645
120	250645	250756
121	250756	251224
122	251224	252592
123	252592	254714
124	254714	258207
125	258207	260436
126	260436	260910
127	260910	261436
128	261436	264613
129	264613	268375
130	268375	268652
131	268652	268751
132	268751	269693
133	269693	273554
134	273554	275680
135	275680	275755
136	275755	276158
137	276158	276943
138	276943	277198
139	277198	279744
140	279744	279942
141	279942	279974
142	279974	282127
143	282127	282355
144	282355	283339
145	283339	284699
146	284699	284840
147	284840	286196
148	286196	286367
149	286367	286535
150	286535	286673
151	286673	287257
152	287257	288680
153	288680	288875
154	288875	292410
155	292410	292704
156	292704	292747
157	292747	297339
158	297339	300530
159	300530	304238
160	304238	305306
161	305306	305819
162	305819	307121
163	307121	307241
164	307241	311985
165	311985	312560
166	312560	314612
167	314612	316032
168	316032	316195
169	316195	316204
170	316204	316459
171	316459	317856
172	317856	320172
173	320172	320181
174	320181	320187
175	320187	320465
176	320465	320642
177	320642	322108
178	322108	322267
179	322267	325920
180	325920	326626
181	326626	330521
182	330521	330749
183	330749	334808
184	334808	337295
185	337295	339718
186	339718	343432
187	343432	344860
188	344860	345335
189	345335	347492
190	347492	353268
191	353268	353277
192	353277	354694
193	354694	355495
194	355495	357717
195	357717	360416
196	360416	361700
197	361700	361784
198	361784	362522
199	362522	363191
200	363191	363476
201	363476	363548
202	363548	366394
203	366394	367315
204	367315	368434
205	368434	369565
206	369565	370934
207	370934	370955
208	370955	376854
209	376854	377750
210	377750	382069
211	382069	382335
212	382335	384040
213	384040	388625
214	388625	391776
215	391776	392020
216	392020	400400
217	400400	401746
218	401746	404366
219	404366	404951
220	404951	405192
221	405192	407058
222	407058	413168
223	413168	415235
224	415235	421023
225	421023	421700
226	421700	422300
227	422300	423101
228	423101	423863
229	423863	434433
230	434433	434616
231	434616	436326
232	436326	436542
233	436542	438745
234	438745	438863
235	438863	440565
236	440565	441906
237	441906	446562
238	446562	446835
239	446835	447252
240	447252	448318
241	448318	448585
242	448585	448714
243	448714	449440
244	449440	450332
245	450332	462034
246	462034	462061
247	462061	467776
248	467776	468528
249	468528	469311
250	469311	475104
251	475104	475489
252	475489	476573
253	476573	488900
254	488900	491082
255	491082	496115
256	496115	496862
257	496862	499827
258	499827	499887
259	499887	500250
260	500250	500708
261	500708	506069
262	506069	509408
263	509408	510712
264	510712	511383
265	511383	513093
266	513093	517939
267	517939	519265
268	519265	519778
269	519778	520560
270	520560	522862
271	522862	523389
272	523389	524431
273	524431	524857
274	524857	524941
275	524941	525591
276	525591	527041
277	527041	529615
278	529615	530837
279	530837	533213
280	533213	533729
281	533729	537307
282	537307	538849
283	538849	539820
284	539820	540517
285	540517	542094
286	542094	542160
287	542160	553626
288	553626	555219
289	555219	557237
290	557237	557609
291	557609	557687
292	557687	557837
293	557837	558104
294	558104	561960
295	561960	570680
296	570680	572146
297	572146	572226
298	572226	572500
299	572500	572858
300	572858	572976
301	572976	573579
302	573579	574844
303	574844	574872
304	574872	579103
305	579103	580289
306	580289	581831
307	581831	582571
308	582571	583114
309	583114	584263
310	584263	588442
311	588442	589880
312	589880	590632
313	590632	591415
314	591415	595368
315	595368	596152
316	596152	597232
317	597232	602006
318	602006	603365
319	603365	606005
320	606005	608896
321	608896	610928
322	610928	615271
323	615271	617032
324	617032	617873
325	617873	617879
326	617879	618455
327	618455	620143
328	620143	621700
329	621700	627544
330	627544	629018
331	629018	637454
332	637454	637875
333	637875	638961
334	638961	639864
335	639864	640143
336	640143	640446
337	640446	643045
338	643045	644245
339	644245	646117
340	646117	646968
341	646968	647873
342	647873	648284
343	648284	650242
344	650242	650433
345	650433	654771
346	654771	655751
347	655751	661319
348	661319	664403
349	664403	664848
350	664848	665439
351	665439	670645
352	670645	671527
353	671527	674777
354	674777	675419
355	675419	678368
356	678368	679371
357	679371	689249
358	689249	691142
359	691142	699071
360	699071	699223
361	699223	703268
362	703268	704428
363	704428	705597
364	705597	706044
365	706044	707848
366	707848	713908
367	713908	715252
368	715252	716689
369	716689	721122
370	721122	722823
371	722823	723558
372	723558	726987
373	726987	730329
374	730329	731054
375	731054	732160
376	732160	732668
377	732668	734598
378	734598	740683
379	740683	747135
380	747135	749619
381	749619	753936
382	753936	756068
383	756068	764371
384	764371	767106
385	767106	775728
386	775728	777420
387	777420	779086
388	779086	780555
389	780555	782966
390	782966	783793
391	783793	786035
392	786035	787527
393	787527	788718
394	788718	788985
395	788985	793489
396	793489	794691
397	794691	794796
398	794796	795216
399	795216	796188
400	796188	796701
401	796701	800045
402	800045	808617
403	808617	812310
404	812310	815278
405	815278	818476
406	818476	820769
407	820769	821544
408	821544	822662
409	822662	823480
410	823480	824830
411	824830	826286
412	826286	826463
413	826463	827768
414	827768	829977
415	829977	831589
416	831589	835730
417	835730	836204
418	836204	841835
419	841835	842402
420	842402	844598
421	844598	848815
422	848815	850849
423	850849	851380
424	851380	852001
425	852001	852388
426	852388	855294
427	855294	856414
428	856414	857304
429	857304	862945
430	862945	864826
431	864826	865045
432	865045	869035
433	869035	869332
434	869332	872941
435	872941	874054
436	874054	874786
437	874786	876960
438	876960	879908
439	879908	882839
440	882839	884705
441	884705	887039
442	887039	889393
443	889393	892360
444	892360	894256
445	894256	897736
446	897736	897999
447	897999	903313
448	903313	904185
449	904185	904212
450	904212	905255
451	905255	908089
452	908089	909348
453	909348	909898
454	909898	914296
455	914296	914623
456	914623	915843
457	915843	916344
458	916344	916404
459	916404	918562
460	918562	923488
461	923488	924304
462	924304	924334
463	924334	924634
464	924634	924853
465	924853	930790
466	930790	931027
467	931027	933351
468	933351	934974
469	934974	939553
470	939553	940609
471	940609	940858
472	940858	941221
473	941221	943346
474	943346	946244
475	946244	948246
476	948246	950654
477	950654	952614
478	952614	957911
479	957911	958784
480	958784	960430
481	960430	963379
482	963379	963544
483	963544	964540
484	964540	964555
485	964555	965603
486	965603	966610
487	966610	966953
488	966953	969756
489	969756	969867
490	969867	970374
491	970374	970779
492	970779	973981
493	973981	977016
494	977016	978332
495	978332	979301
496	979301	982637
497	982637	988073
498	988073	988853
499	988853	991099
500	991099	993205
501	993205	995258
502	995258	1004678
503	1004678	1005515
504	1005515	1007554
505	1007554	1013102
506	1013102	1014794
507	1014794	1015636
508	1015636	1017908
509	1017908	1018159
510	1018159	1018558
511	1018558	1018909
512	1018909	1028789
513	1028789	1030176
514	1030176	1031076
515	1031076	1031298
516	1031298	1032939
517	1032939	1036659
518	1036659	1036788
519	1036788	1039169
520	1039169	1042030
521	1042030	1050221
522	1050221	1055123
523	1055123	1060708
524	1060708	1062658
525	1062658	1065697
526	1065697	1068752
527	1068752	1070164
528	1070164	1071148
529	1071148	1074929
530	1074929	1075944
531	1075944	1076307
532	1076307	1082907
533	1082907	1083594
534	1083594	1084643
535	1084643	1085077
536	1085077	1085682
537	1085682	1085955
538	1085955	1086205
539	1086205	1086685
540	1086685	1089761
541	1089761	1091428
542	1091428	1092549
543	1092549	1092666
544	1092666	1095008
545	1095008	1098587
546	1098587	1099358
547	1099358	1114781
548	1114781	1119743
549	1119743	1120457
550	1120457	1121096
551	1121096	1122448
552	1122448	1124276
553	1124276	1127466
554	1127466	1128338
555	1128338	1128661
556	1128661	1131300
557	1131300	1132685
558	1132685	1133751
559	1133751	1133931
560	1133931	1134702
561	1134702	1141589
562	1141589	1143371
563	1143371	1146595
564	1146595	1154537
565	1154537	1154920
566	1154920	1163091
567	1163091	1163571
568	1163571	1163637
569	1163637	1165141
570	1165141	1171203
571	1171203	1171209
572	1171209	1181685
573	1181685	1183404
574	1183404	1184791
575	1184791	1185827
576	1185827	1189750
577	1189750	1189810
578	1189810	1190094
579	1190094	1191777
580	1191777	1194863
581	1194863	1196266
582	1196266	1201850
583	1201850	1202613
584	1202613	1202823
585	1202823	1204030
586	1204030	1204773
587	1204773	1208988
588	1208988	1209261
589	1209261	1210046
590	1210046	1211358
591	1211358	1211528
592	1211528	1214233
593	1214233	1217499
594	1217499	1218364
595	1218364	1219617
596	1219617	1220334
597	1220334	1220835
598	1220835	1223143
599	1223143	1225348
600	1225348	1229172
601	1229172	1230565
602	1230565	1232140
603	1232140	1233848
604	1233848	1234490
605	1234490	1235797
606	1235797	1239285
607	1239285	1239493
608	1239493	1242990
609	1242990	1243650
610	1243650	1244342
611	1244342	1244445
612	1244445	1247965
613	1247965	1250986
614	1250986	1254038
615	1254038	1254183
616	1254183	1256850
617	1256850	1257554
618	1257554	1257899
619	1257899	1258949
620	1258949	1262325
621	1262325	1266316
622	1266316	1268194
623	1268194	1268200
624	1268200	1268583
625	1268583	1269935
626	1269935	1271574
627	1271574	1278520
628	1278520	1280678
629	1280678	1283863
630	1283863	1287092
631	1287092	1287994
632	1287994	1293449
633	1293449	1294709
634	1294709	1295223
635	1295223	1295474
636	1295474	1310615
637	1310615	1312933
638	1312933	1316620
639	1316620	1318186
640	1318186	1318965
641	1318965	1329633
642	1329633	1336558
643	1336558	1341205
644	1341205	1341352
